player_name,first_name,last_name,football_name,player_team,nflreadpy_id,espn_id,headshot,position,status,jersey_number,birth_date,college_name
Dustin Cohen,Dustin,Cohen,,LA,00-0019351,2533,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bn0ovq49yepxjchqt0te",LB,ACT,56,1976-12-22,Miami (Ohio)
Dusty McGrorty,Dustin,McGrorty,,LA,00-0022311,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/oznkkgctcy91azto76ui",RB,CUT,36,1981-05-09,Southern Oregon
Dwaine Carpenter,Dwaine,Carpenter,,LA,00-0021888,4850,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/j6tuab76h3jdhoox6nso",DB,ACT,27,1976-11-04,North Carolina A&T
Dwayne Anderson,Dwayne,Anderson,,LA,AND202580,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/k1wchmla2jvi81tholo3",DB,ACT,0,1961-12-07,SMU
Dwayne Crump,Dwayne,Crump,,LA,CRU276861,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fie0vlwng7az1vjtjg98",DB,ACT,0,1950-08-09,Fresno State; Pasadena College; Fresno City College
Dwayne Crutchfield,Dwayne,Crutchfield,,LA,CRU727046,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mferg8gwzcpt5f8milva",RB,ACT,0,1959-09-30,Iowa State; Garden City CC; Waldorf College
Dwayne White,Dwayne,White,,LA,00-0017531,7080,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/athvnladzwausrvqqjbt",G,ACT,67,1967-02-10,Alcorn State
Dwight Anderson,Dwight,Anderson,,LA,00-0022302,5879,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sha6xtnpybudz0hghnib",DB,ACT,20,1981-07-05,South Dakota
Dylan McMahon,Dylan,McMahon,Dylan,LA,00-0039830,4430155,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/leco1c20tura5d1xcqna",C,ACT,63,2001-01-22,N.C. State
Earnest Gray,Earnest,Gray,,LA,GRA649128,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kmfjk0q9b5zcdvwkl1b0",WR,ACT,0,1957-03-02,Memphis
Ed Scott,Edward,Scott,,LA,SCO239941,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sawqvr6ptzm7q6aagtld",DB,ACT,0,1961-02-15,Grambling State
Ed Zeman,Edward,Zeman,,LA,ZEM559722,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wk6xnvtgokuo2gbey4yp",DB,ACT,0,1963-09-25,Fort Lewis College; Cerritos College
Eddie Brown,Paul,Brown,,LA,BRO577116,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vsmswaxewzvxjrq5axyt",FS,ACT,0,1952-02-19,Tennessee
Eddie Kennison,Eddie,Kennison,,LA,00-0009163,943,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wh50rjege8ht41ht5yw9",WR,CUT,86,1973-01-20,LSU
Eddie McGill,Edward,McGill,,LA,MCG367356,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nusdvlo623833fdonqoe",TE,ACT,0,1960-07-05,Western Carolina
Eddie Wide,Eddie,Wide,,LA,00-0028399,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/up7y1njpjnnyf1wn7wkw",RB,CUT,30,1988-11-19,Utah
Ejuan Price,Ejuan,Price,Ejuan,LA,00-0033974,2576666,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/r4ogigu8ftfo8c116uzh",LB,DEV,0,1993-01-30,Pittsburgh
Elias Neal,Elias,Neal,Eli,LA,00-0039775,4428098,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fteuyr6ahmsckhvdn9rx",LB,ACT,58,2001-09-11,Marshall
Emile Harry,Emile,Harry,,LA,00-0007040,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/e4at938xcnarolzathar",WR,ACT,0,1963-04-05,Stanford
Emmanuel Forbes,Emmanuel,Forbes,Emmanuel,LA,00-0039151,4429767,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zuqfigu7eadzoeo0uymt",CB,ACT,25,2001-01-13,Mississippi State
Emory Blake,Emory,Blake,,LA,00-0029860,16300,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tig5uxj0rom6fn4ekg4e",WR,DEV,0,1991-07-18,Auburn
Eric Bassey,Eric,Bassey,,LA,00-0023979,9861,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/r161a9ea4yqekw65krzp",DB,RES,41,1983-01-03,Oklahoma
Eric Butler,Michael,Butler,,LA,00-0026397,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/orxn4ldjk4iiqyw6ine3",TE,DEV,0,1984-09-13,Mississippi State
Eric Crouch,Eric,Crouch,,LA,00-0021220,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/w2psqfb1tbfnmbcye55x",WR,NWT,89,1978-11-16,Nebraska
Eric Harris,Eric,Harris,,LA,HAR382967,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/uqovlq3zpgoty0jcjwel",DB,ACT,0,1955-08-11,Memphis
Eric Patterson,Eric,Patterson,Eric,LA,00-0031857,2577861,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ketcpvffbah5cmjwjwwd",CB,RES,24,1993-02-05,Ball State
Eric Stevens,Eric,Stevens,,LA,00-0029768,16294,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lit7kxkxczw2pijtuwsx",RB,CUT,0,1989-10-01,California
Eric Swanson,Eric,Swanson,,LA,SWA387604,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/o4furg1zqv06mixyyeys",WR,ACT,0,1963-08-25,Tennessee; San Bernardino Valley
Eric Weddle,Eric,Weddle,Eric,LA,00-0025424,10481,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zpf0d4cmeobcjjudzghs",FS,DEV,0,1985-01-04,Utah
Erik Jensen,Erik,Jensen,,LA,00-0022748,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ofmhbtyhsbzhf5t6h9ct",TE,RES,49,1980-10-11,Iowa
Ernie Jones,Ernest,Jones,,LA,JON298980,6511,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vb6p6xi9drydfvpz3ukc",WR,ACT,0,1964-12-15,Indiana
Ethan Evans,Ethan,Evans,Ethan,LA,00-0039059,5125875,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xqev6nqi3dzbwf6q5xkg",P,ACT,42,2001-07-19,Wingate
Eugene Sims,Eugene,Sims,Eugene,LA,00-0027787,13457,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lg8kzdemlswcagbsd33l",DE,ACT,97,1986-03-18,West Texas State; Jones County JC
Evan Arapostathis,Evan,Arapostathis,,LA,ARA415291,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nqisrmajry0efoaufhte",P,ACT,0,1963-10-30,Eastern Illinois; Grossmont
Everett Nicholas,Everett,Nicholas,,LA,NIC124310,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/by5jkqj0ifuuymhwnfzw",DB,CUT,0,1968-12-24,Mississippi Valley State University
Fakhir Brown,Fakhir,Brown,,LA,00-0001934,2076,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xprrin9ydmpj97mh4dyk",CB,ACT,34,1977-09-21,Grambling State
Frank Corral,John,Corral,,LA,COR638910,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/la0xsjzunlus936r9avq",K,ACT,0,1955-06-16,UCLA; Riverside Community College
Frank Wattelet,Frank,Wattelet,,LA,WAT611996,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/s8prythag7gr6sjwkmb5",DB,ACT,0,1958-10-25,Kansas
Fred Dryer,John,Dryer,,LA,DRY553722,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qkbqoqu8dwhauc1gcpti",DE,ACT,0,1946-07-06,San Diego State; El Camino
Fred Robbins,Fredrick,Robbins,,LA,00-0019706,2186,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/azjhabyo3q1ofszuq78v",DT,ACT,98,1977-03-26,Wake Forest
Fred Russell,Fred,Russell,,LA,00-0022469,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bd37eezedkkbyn1bkkby",RB,CUT,36,1980-09-14,Iowa
Fred Weary,Joseph,Weary,,LA,00-0017341,1498,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tvaz6ifcvvvko7mkjrek",DB,ACT,32,1974-04-12,Florida
Freeman Johns,Freeman,Johns,,LA,JOH009714,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ylscdp2i3lsdtxtr4xlv",WR,ACT,0,1953-12-20,SMU
Garrett Sickels,Garrett,Sickels,Garrett,LA,00-0033270,3057998,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fy2gu13oxtvtian68u53",LB,RES,56,1994-09-24,Penn State
Gary Dulin,Gary,Dulin,,LA,DUL622935,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mzuk9dwmbffkghlfjj8v",DT,ACT,0,1957-01-20,Ohio State
Gary Green,Gary,Green,,LA,GRE200466,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/eddzsdtweelnt5qzs7x4",CB,ACT,0,1955-10-22,Baylor
Gary Hammond,Gary,Hammond,,LA,HAM503380,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jgtvhtl3r7htp3vrjr09",WR,ACT,0,1949-07-31,SMU
Gary Keithley,Gary,Keithley,,LA,KEI415291,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ympsuh0p6tcs9ijtwepy",QB,ACT,0,1951-01-11,Texas-El Paso; Texas; Alvin Community College
Gary Parris,Gary,Parris,,LA,PAR639952,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hrs8w2qq3yodfiylx31q",TE,ACT,0,1950-06-13,Florida State
Gary Stills,Gary,Stills,,LA,00-0015725,1828,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/v2w9ijpmo27pxyryt6hb",LB,RES,55,1974-07-11,West Virginia
George Andrews,George,Andrews,,LA,AND658385,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ceqtgmtulqgvpvpcdnda",OLB,ACT,0,1955-11-28,Nebraska
George Bethune,George,Bethune,,LA,BET319455,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/izbe4w5f3e9lzqzr5qfp",LB,ACT,0,1967-03-30,Alabama
George Collins,George,Collins,,LA,COL563970,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ole2fimxlgns4aru6n2t",G,ACT,0,1955-12-09,Georgia
George Schmitt,George,Schmitt,,LA,SCH346656,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rwllv61e5qb8yszcfzw2",DB,ACT,0,1961-03-06,Delaware
Gerald Robinson,Gerald,Robinson,,LA,ROB469456,7060,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/enbl5v7e9qqcaofuqrcz",DE,ACT,0,1963-05-04,Auburn
Gerard Williams,Gerard,Williams,,LA,WIL300483,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/k4rvncea5rh1hvqwkudm",CB,ACT,0,1952-05-25,Langston University
Glen Walker,Glen,Walker,,LA,WAL183678,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rgbwkk7h47j3dc2tc3xg",P,ACT,0,1952-01-16,USC; LAHC
Glenn Young,Glenn,Young,,LA,00-0018418,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lggnmdltx9x0hldnp2hk",DE,RES,0,1975-09-10,Vanderbilt
Gordon Bell,Gordon,Bell,,LA,BEL341985,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/o4gyhralhefotymeyz9c",RB,ACT,0,1953-12-25,Michigan
Gordon Gravelle,Gordon,Gravelle,,LA,GRA553668,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xgfictuwllhhkffmdbnp",OT,ACT,0,1949-06-12,BYU
Gordon Jones,Gordon,Jones,,LA,JON345488,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ameqo1hpljs9wswxfs1o",WR,ACT,0,1957-07-25,Pittsburgh
Graham Pocic,Graham,Pocic,,LA,00-0030591,16639,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sirirkftv7rghhlqvzeq",C,RES,73,1990-04-05,Illinois
Grant Haley,Grant,Haley,Grant,LA,00-0034502,3116166,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bfcvlqgbqkkpm3fpxlsv",DB,RES,36,1996-01-06,Penn State
Grant Miller,Grant,Miller,Grant,LA,00-0038947,4242657,,G,CUT,63,1998-09-22,Baylor; Vanderbilt
Grant Stuard,Grant,Stuard,Grant,LA,00-0036672,4240255,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ws9nh7wahkmhwqnpi7zv",LB,ACT,,1998-10-15,Houston
Grant Williams,Grant,Williams,,LA,00-0017804,1140,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ivaujn4qkpvqx2wdqmu1",OT,ACT,77,1974-05-10,Louisiana Tech
Greg Cater,Gregory,Cater,,LA,CAT276861,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gbkzph9knjjmczwxar5a",P,ACT,0,1957-04-17,Tennessee-Chattanooga
Greg Hartle,Gregory,Hartle,,LA,HAR714298,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bl6ydydwtfbzabkshxud",MLB,ACT,0,1951-02-14,Newberry
Greg Horton,Gregory,Horton,,LA,HOR593260,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qktti0mfpvpetinm0fr6",G,ACT,0,1951-01-07,Colorado
Greg Mathews,Gregory,Mathews,,LA,00-0027365,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ncfq5zpynqzqvdhycstq",WR,DEV,0,1988-01-28,Michigan
Greg Robinson,Greg,Robinson,,LA,00-0013867,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/po4mxglpxhnlrkkfnmu8",RB,ACT,28,1969-08-07,Louisiana-Monroe; Holmes County JC
Greg Sinnott,Edward,Sinnott,,LA,SIN726754,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q8ntqyzfpjnxupcdhti5",OT,ACT,0,1964-08-29,Utah State
Greg Williamson,Gregory,Williamson,,LA,WIL588042,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dnbhyibcjxgtu78bs1c3",DB,ACT,0,1964-05-11,Fresno State; Cerritos College
Gregg Johnson,Greggory,Johnson,,LA,JOH281706,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yd8xkand7uxortvdhafu",DB,ACT,0,1958-10-20,Oklahoma State
Gregg Tipton,Gregg,Tipton,,LA,TIP519110,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ka8jigwmloogrpchtkmf",QB,ACT,0,1964-06-12,Hawaii
Hal Roberts,Hal,Roberts,,LA,ROB198616,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/npq3ucy4opdnjtwgogvb",P,ACT,0,1952-08-25,Houston
Hanik Milligan,Hanik,Milligan,,LA,00-0022025,4646,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wtx6u4bzgo5d4wrtt9rk",DB,ACT,37,1979-11-03,Houston; Iowa Central CC-Eagle Grove; Garden City CC
Hank Fraley,Henry,Fraley,,LA,00-0019133,2464,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zq7vbolz3mziiavhyd5j",C,ACT,65,1977-09-21,Robert Morris
Hank Goebel,Henry,Goebel,,LA,GOE237308,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lekww5opyueedg2urhu6",OT,ACT,0,1964-11-01,California State-Fullerton
Harrison Mevis,Harrison,Mevis,Harrison,LA,00-0039498,4574716,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/llxz144jnuzivgcvbxrl",K,ACT,92,2002-03-27,Missouri
Harry Adams,Harry,Adams,,LA,ADA324014,16677,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cruzfwz6pbeb1k89utp0",WR,DEV,0,1989-11-27,Auburn
Harvey Dahl,Harvey,Dahl,,LA,00-0023180,9500,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/posphhu7cv2ogdzes3qk",G,ACT,62,1981-06-24,Nevada
Heath Irwin,Heath,Irwin,,LA,00-0008052,986,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ptceienfo5dax3qv4xir",G,ACT,63,1973-06-27,Colorado
Henry Krieger-Coble,Henry,Krieger-Coble,Henry,LA,00-0032523,3144999,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lrfveyhfonoyehr4aerg",TE,DEV,87,1992-06-12,Iowa
Henry Rolling,Henry,Rolling,,LA,00-0013997,7027,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/skhaeg6klqdwessfmp3a",LB,ACT,0,1965-09-08,Nevada
Herb Williams,Herbert,Williams,,LA,WIL313407,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/z86jf4ghidkcrsvcpakb",S,ACT,0,1958-08-30,Southern
Herman O'Berry,Herman,O'Berry,,LA,00-0012237,8102,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nsgrlotftqd6nfw2sjtw",DB,ACT,24,1971-07-11,Oregon
Holbert Johnson,Holbert,Johnson,,LA,JOH315705,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/b0xxmtx3fkxzwj35bndb",DB,ACT,0,1960-07-14,New Mexico State; Los Angeles Valley College
Howard Carson,Hueland,Carson,,LA,CAR580008,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q1w4ycrfauoh1g2r1gbe",LB,ACT,0,1957-02-11,Howard Payne University
Isaiah Kacyvenski,Isaiah,Kacyvenski,,LA,00-0019474,2250,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sfqqplgdzivoj3etuu97",LB,ACT,58,1977-10-03,Harvard
Isiah Ferguson,Isiah,Ferguson,,LA,00-0031808,2984816,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/r4ud1qcfqox4syqqeefp",WR,RES,2,1991-01-08,University of Arkansas at Pine Bluff
J.J Dielman,Jeffrey,Dielman,J.J,LA,00-0033959,2971635,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/l46la68xk2a50h0xbpc9",G,DEV,0,1993-12-16,Utah
J.J. Koski,J.J.,Koski,J.J.,LA,00-0035935,3910287,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bs9joz6ljl29xmpjimjg",WR,RES,17,1996-12-27,Cal Poly (San Luis Obispo)
J.R. Niklos,John,Niklos,,LA,00-0020670,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xnbnqzgyc0gnagdotla7",RB,ACT,25,1979-06-19,Western Illinois
J.T. Thomas,Johnny,Thomas,,LA,00-0016282,7828,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cj8zh9pmndx7wbogd5ys",WR,ACT,83,1971-07-11,Arizona State; San Bernardino Valley
J.V. Cain,James,Cain,,LA,CAI276860,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/noktvuazvbacwo95yctf",TE,ACT,0,1951-07-22,Colorado
Ja'Von Rolland-Jones,Ja'Von,Rolland-Jones,Ja'Von,LA,00-0034536,3042354,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ebjlju4ovlx7eq7xewah",DE,CUT,0,1994-11-13,Arkansas State
Jabara Williams,Jabara,Williams,,LA,00-0028166,14168,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ok4deishbhm1lcriwiww",LB,DEV,0,1989-07-06,Stephen F. Austin State
Jachai Polite,Jachai,Polite,Jachai,LA,00-0035528,4034967,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wzrpkgjsnxcfw2uzzztd",LB,CUT,95,1998-03-30,Florida
Jack Snow,Jack,Snow,,LA,SNO355962,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jckdtrznfgtvjclg3dvy",WR,ACT,0,1943-01-25,Notre Dame
Jack Youngblood,Herbert,Youngblood,,LA,YOU728550,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mwd8umz9bedz1xkls7ro",DE,ACT,0,1950-01-26,Florida
Jackie Slater,Jackie,Slater,,LA,00-0015035,7050,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m92iuko3ddgrhcwhnldy",OT,RES,0,1954-05-27,Jackson State University
Jackie Wallace,Jackie,Wallace,,LA,WAL455202,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q3kfc8s9zmb01xtl6o0l",DB,ACT,0,1951-03-13,Arizona
Jacob Bell,Jacob,Bell,,LA,00-0022875,5663,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ifzr7fn2011wj3fjsf74",G,RES,63,1981-03-02,Miami (Ohio)
Jake Gervase,Jake,Gervase,Jake,LA,00-0035609,3144988,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tgzuawrs7ra52ultqahi",LB,RES,43,1995-09-18,Iowa
Jake McQuaide,Jacob,McQuaide,Jake,LA,00-0028394,14676,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gjtq2nbl0i8ejcx4dx9u",LS,UFA,44,1987-12-07,Ohio State
Jamal Brooks,Jamal,Brooks,,LA,00-0018994,2807,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wheqnnphnxvjkcqbnc3h",LB,ACT,55,1976-11-09,Hampton
James Broyles,James,Broyles,,LA,00-0021130,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/uoasqhkvravmojdy70q6",G,ACT,60,1978-05-18,Missouri State
James Butler,James,Butler,,LA,00-0023053,9290,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rrrrf2irptctscxoi50z",DB,ACT,37,1982-09-07,Georgia Tech
James Hall,James,Hall,,LA,00-0019387,2432,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/oqpfx75svtmjt7b3ffxv",DE,ACT,96,1977-02-04,Michigan
James McDonald,James,McDonald,,LA,MCD375725,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mievza4cra7tgia8eifb",TE,ACT,0,1961-03-29,USC
Jamil Demby,Jamil,Demby,Jamil,LA,00-0034809,3120552,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jskkiiw4tpcdf4qsfgv6",G,RES,64,1996-06-20,Maine
Jaquarii Roberson,Jaquarii,Roberson,Jaquarii,LA,00-0037574,4240429,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/v3d6tzojkw7hixw6ces0",WR,DEV,,1998-07-29,Wake Forest
Jared Pinkney,Jared,Pinkney,Jared,LA,00-0035787,3915772,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nlrnmh2xxbrsapemjlgh",TE,ACT,46,1997-08-21,Vanderbilt
Jared Verse,Jared,Verse,Jared,LA,00-0039852,4578085,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rapkhulnj8vsblkkgcca",LB,ACT,8,2000-11-04,Florida State; Albany
Jarquez Hunter,Jarquez,Hunter,Jarquez,LA,00-0040692,4710341,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/k4mncnazqbnewpg5uwdm",RB,ACT,35,2002-12-29,Auburn
Jason Brown,J.W.,Brown,,LA,00-0023558,8538,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ymgndwdhsexv2aj6wuhx",C,ACT,60,1983-05-05,North Carolina
Jason Craft,Jason,Craft,,LA,00-0003597,1913,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/aoj4pssk8pmmqx8w7mns",DB,ACT,31,1976-02-13,Colorado State; Denver
Jason Fisk,Jason,Fisk,,LA,00-0005263,898,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ojhgc7xawr2p9yhmsrk7",NT,ACT,96,1972-09-04,Stanford
Jason Gavadza,Jason,Gavadza,,LA,00-0019636,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jgpqvivnb1szfaxluidv",TE,RES,49,1976-01-31,Kent State
Jason Sehorn,Jason,Sehorn,,LA,00-0014637,613,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/uiozonf6wmaffwue19qe",DB,ACT,42,1971-04-15,USC; Shasta College
Javian Hawkins,Javian,Hawkins,Javian,LA,00-0036827,4360802,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nl1zpq6ykkgc3uz5ww6y",RB,DEV,0,1999-11-03,Louisville
Jay Moore,Jay,Moore,,LA,00-0025491,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/iz1at74iq6joqd9fww9v",DE,DEV,0,1983-08-16,Nebraska
Jaylen McCollough,Jaylen,McCollough,Jaylen,LA,00-0039776,4427120,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ofhqho42cem1dxzez96u",DB,ACT,2,2000-10-12,Tennessee
Jaylen Watson,Jaylen,Watson,Jaylen,LA,00-0037195,4697639,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vxmoq9pwno4z14gldecd",CB,ACT,,1998-09-17,Washington State; Ventura
Jeff Chadwick,Jeffrey,Chadwick,,LA,00-0002856,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ie0xdcrsm2lmoczh0bwy",WR,ACT,0,1960-12-16,Grand Valley
Jeff Esters,Jeff,Esters,,LA,EST369146,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/e7s8xtvfa03gdqqgeken",DT,ACT,0,1969-07-06,Pittsburgh
Jeff Hall,Paul,Hall,,LA,00-0006660,1934,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sciihwjqadfo2ebononn",K,CUT,5,1976-07-30,Tennessee
Jeff Holland,Jeffery,Holland,Jeff,LA,00-0034107,3916928,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lmcvlsvkpplgnwq0bgx9",LB,DEV,0,1995-09-27,Auburn
Jeff Lee,Jeffrey,Lee,,LA,LEE327855,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/unxazaxkve8u7nyco9mq",WR,ACT,0,1955-05-23,Nebraska
Jeff McIntyre,Jeffrey,McIntyre,,LA,MCI664464,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/e8kwhqai83ep468m1t1g",ILB,ACT,0,1955-09-20,Arizona State; Los Angeles Southwest College
Jeff Mickel,Arthur,Mickel,,LA,MIC732855,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dvkiw8bxnutlrrbnyopc",OT,ACT,0,1966-08-04,Eastern Washington
Jeff Moore,Jeffrey,Moore,,LA,MOO392190,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ffe9kfvgqdse8o9ik0hd",WR,ACT,0,1957-03-02,Tennessee
Jeff Paine,Jeffrey,Paine,,LA,PAI553720,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fmzxbhrflqsjdk76rxg2",LB,ACT,0,1961-08-19,Texas A&M
Jeff Severson,Jeffrey,Severson,,LA,SEV276861,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ajjked8emlczepcvi5wr",DB,ACT,0,1949-09-16,California State - Long Beach; Long Beach City College
Jeff Simmons,Jeffery,Simmons,,LA,SIM197745,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gq89h3ffiico12rwalwi",WR,ACT,0,1960-07-06,USC
Jeff Smoker,Jeffrey,Smoker,,LA,00-0022765,3999911,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zl8qmzatenp7zy1tjtx8",QB,ACT,15,1981-06-13,Michigan State
Jeff Wilkins,Jeffrey,Wilkins,,LA,00-0017693,726,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/j9mfe0hrl9pk1yhkv5f0",K,ACT,14,1972-04-19,Youngstown State
